Location,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
        Togo,0.009075026,0.008678374,0.008965088,0.010493785,0.010156649,0.016816412,0.01248224,0.010726226,0.011120685,0.012201672,0.011696519,0.011062748,0.012126135,0.017123944,0.016184203,0.013957582,0.015809278,0.018993796,0.018973276,0.018474504,0.016272488,0.019610125,0.023427881,0.041422874,0.039467451,0.036814401,0.033159928,0.033950509,0.037150294,0.039589409,0.040729056
        Tonga,0.000391297,0.000867727,0.001085061,0.001340408,0.001340408,0.001361523,0.001294553,0.001291731,0.00175547,0.001586691,0.00180324,0.001886969,0.001918613,0.001918646,0.00149509,0.001346621,0.001460142,0.001799039,0.001666132,0.001774258,0.001995766,0.00170861,0.001845121,0.002002684,0.001822789,0.001724913,0.001748405,0.001696758,0.001834027,0.00191068,0.002023912
        Trinidad and Tobago,0.205499476,0.191073876,0.197973482,0.211959457,0.225966201,0.253207839,0.24791678,0.271540791,0.311316678,0.32530351,0.35880296,0.388871251,0.38728905,0.39877596,0.440085537,0.482426782,0.517120046,0.624452817,0.582306911,0.663077523,0.847605946,0.855064057,0.914529159,0.874373815,0.956372833,0.97184634,0.931103704,1.032509623,1.01148354,0.98364279,0.88274616
        Tunisia,0.180624511,0.168208339,0.180287213,0.201654923,0.200428329,0.165696936,0.191263091,0.218322215,0.236486381,0.213570162,0.229464535,0.266616546,0.286639338,0.288735475,0.303867863,0.337319703,0.333900879,0.329145875,0.335613209,0.364263863,0.343545106,0.306121641,0.35404926,0.295297193,0.303004039,0.289076319,0.317642881,0.336452353,0.37078828,0.382936293,0.382225567
        Turkey,1.45186027,1.64175013,1.69264425,1.787036096,1.940904571,1.991781792,2.09726091,2.294546851,2.258054266,2.529515769,2.779029771,2.912560542,3.000000312,2.933837612,3.189586839,2.909983031,3.156019884,3.320507034,3.509577004,3.731202606,4.070369212,4.381566503,4.274866797,4.327175998,4.505277066,4.826094361,5.058226256,5.086168114,5.213873152,5.75099378,5.967689809
        Turkmenistan,--,--,--,--,--,--,0.309030515,0.282667789,0.277089146,0.297824374,0.295451385,0.303063458,0.279911522,0.317732681,0.456109303,0.53482345,0.632008039,0.79506201,0.834422889,0.883418998,0.685333,0.655990332,0.53548356,0.875274447,1.027367088,1.193773636,1.37257232,1.407979321,1.440514209,1.758353822,1.754723973
        Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0.000189097,0.000189615,0.000189097,0.000208008,0.000208008,0.000986417,0.001047253,0.001394542,0.001433999,0.001477453,0.00173818,0.001998907,0.002346543,0.002498634,0.002520361,0.00260727,0.00260727,0.00260727,0.002628997,0.002824542,0.002911,0.003011
        Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Pacific Islands,0.001940331,0.001939521,0.002621301,0.004198484,0.004410197,0.004411217,0.004108882,0.003885524,0.003885524,0.004098137,0.004108882,0.004098137,0.004098137,0.004098153,0.00414439,0.00414439,0.00414439,0.00414439,0.00414439,0.00414439,0.004238468,0.004238468,0.00425008,0.004238468,0.004956992,0.004238468,0.00425008,0.004238468,0.004238468,0.00423685,0.004235017
        U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Virgin Islands,0.042526461,0.042700868,0.041748512,0.041584401,0.041545189,0.041760376,0.042352116,0.04300435,0.04182951,0.041260669,0.040781188,0.040696616,0.040808037,0.041979137,0.132810704,0.192242601,0.19021955,0.223987681,0.229642104,0.224631748,0.239014743,0.223126669,0.129311754,0.112873924,0.102129341,0.067621284,0.038746359,0.020331421,0.041573178,0.041281596,0.034199176
        Uganda,0.014984089,0.01375175,0.017763913,0.017759568,0.019483348,0.020613984,0.02332557,0.023516067,0.024323786,0.024521253,0.025546787,0.027144633,0.029047823,0.029114913,0.035321176,0.03600802,0.036902888,0.038914828,0.041458202,0.047127621,0.045719485,0.055154716,0.058010218,0.059248218,0.065365242,0.070769123,0.076577265,0.086241017,0.097802344,0.096202983,0.09891699
        Ukraine,--,--,--,--,--,--,9.325390364,8.942847057,7.573769187,7.189940611,6.45521519,6.270106832,6.046929824,6.143308731,5.960808463,5.833630093,6.013540528,6.486928508,5.913346087,5.908607442,6.146809124,6.43870105,6.307273995,4.664220009,5.175662993,5.533708509,5.169661834,4.884570389,4.392599541,3.851992339,3.876943667
        United Arab Emirates,0.907272305,1.06888718,1.17094278,1.268123585,1.227335881,1.48782599,1.613355624,1.509681822,1.4888921,1.60472506,1.66964338,1.767974675,1.837839749,1.863559651,2.090242289,2.268944525,2.371151416,2.441749429,2.583086183,2.666077415,2.820830559,3.094548341,3.575799612,3.508989622,3.634073096,4.034112477,3.989046171,4.16395202,4.24040875,4.651111329,4.721282589
        United Kingdom,8.994009112,9.045166492,9.115132903,9.140118719,9.291080342,9.593021054,9.517766851,9.658330295,9.681594628,9.708591626,10.23342467,9.821198246,9.864230261,9.897479717,9.904164463,9.977709703,9.843848225,9.900250649,9.93965973,9.910262906,9.806357945,9.458943473,9.352978527,8.818764604,9.187035128,8.616194213,8.754386064,8.7294194,8.27324338,8.354045895,8.264434159
        United States,76.59888807,79.00820267,82.65916904,84.73999296,84.4328603,84.38030008,85.72488506,87.26588762,88.98323406,90.93070401,93.93451089,94.50699934,94.92018984,96.54452444,98.70222416,96.06373375,97.53539089,97.83477319,100.0023681,100.1015762,99.39154056,100.8933632,98.75371116,93.94221562,97.51685893,96.85023039,94.38012321,97.11729191,98.27567333,97.37785199,97.32866214
        Uruguay,0.113916764,0.121478299,0.11989391,0.104472363,0.134544582,0.119411074,0.137819057,0.14093882,0.139254312,0.123537125,0.129148604,0.141230212,0.176802128,0.158567158,0.164026258,0.17961093,0.159503568,0.160174413,0.154088722,0.166368222,0.151646509,0.179492698,0.190675332,0.19995783,0.207202118,0.202253312,0.20258018,0.210870929,0.215925148,0.221642334,0.22502139
        Uzbekistan,--,--,--,--,--,--,1.679776515,2.090318689,1.760939841,1.861438567,1.88028996,1.877987103,1.845796072,1.852092061,1.951019433,2.031010122,2.074707661,2.114121135,2.21909092,2.087493239,2.110907458,2.10921509,2.171332667,1.969716058,1.941769525,2.110196619,2.095044271,1.90909054,2.0912822,1.963911987,1.721464508
        Vanuatu,0.001647149,0.001455415,0.00188554,0.001651164,0.001651164,0.001380532,0.000724002,0.000722233,0.000722233,0.000722233,0.000724002,0.000722233,0.000722233,0.000722267,0.001303174,0.001451473,0.00138512,0.001625359,0.00130815,0.001308167,0.001213372,0.001967185,0.001939716,0.002241757,0.002317116,0.002680445,0.00224881,0.002177587,0.002485677,0.002345407,0.002362355
        Venezuela,1.88314082,1.919688473,1.931123852,2.055376779,2.081151992,2.212632309,2.221354547,2.296039794,2.434151831,2.472982175,2.572197339,2.66356403,2.814151075,2.644758275,2.732191275,2.996543575,2.855076632,2.629718086,2.962151724,3.00466037,3.168127241,2.991411786,3.173835905,3.111590124,3.10905877,3.135463589,3.399166748,3.217814333,3.057338646,3.06032016,2.697475054
        Vietnam,0.223252853,0.253654008,0.25667367,0.258662629,0.278221609,0.304118847,0.318806423,0.339115882,0.389855707,0.457568158,0.543701534,0.604694711,0.635060298,0.706142943,0.740102545,0.849946446,0.954365506,1.021631838,1.159358004,1.287153977,1.361447513,1.482219011,1.683832886,1.803978616,1.956424439,2.153219367,2.29923446,2.368281038,2.590155835,2.823773259,3.109810174
        Wake Island,0.018478673,0.018478673,0.018321777,0.018271718,0.017857808,0.017857808,0.018114255,0.018064763,0.018060018,0.018266973,0.018530214,0.018691285,0.018691285,0.018691285,0.018697476,0.018697476,0.019017366,0.019017366,0.019017366,0.018878837,0.01932018,0.01932018,0.019373112,0.01932018,0.019158585,0.01932018,0.019373112,0.01932018,0.01932018,0.01931915,0.01932466
        Western Sahara,0.002693074,0.002738025,0.002744544,0.002738025,0.002950637,0.002950637,0.002957739,0.002819158,0.002819158,0.003180113,0.003187844,0.003180113,0.003180113,0.003180153,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003647336,0.003657328,0.003647336,0.003647336,0.00364424,0.003636017
        Yemen,0.14051916,0.139347145,0.14372637,0.153514255,0.16057518,0.166174645,0.174183792,0.14352092,0.13591797,0.150717625,0.151614036,0.156428415,0.169373505,0.12716965,0.205197233,0.220808686,0.222743816,0.255379575,0.269638515,0.284180673,0.283937105,0.301475529,0.316567939,0.350699701,0.340316293,0.28594007,0.247767937,0.349652749,0.330280683,0.178162684,0.142733074
        Zambia,0.128626303,0.119220214,0.121619767,0.10459841,0.112435294,0.108187471,0.110980834,0.106103355,0.105530356,0.101400682,0.096460359,0.104354814,0.102180029,0.099123576,0.099615008,0.104252595,0.107795175,0.11168175,0.115025647,0.121075867,0.125178998,0.118208216,0.122212429,0.124282899,0.130269229,0.145937225,0.156837196,0.166310499,0.178504171,0.172743622,0.158811534
        Zimbabwe,0.163786035,0.184938093,0.182482572,0.197624775,0.209020859,0.21371582,0.196486645,0.189593691,0.181451067,0.17984206,0.184764597,0.182308361,0.183753024,0.21167263,0.198657565,0.187561346,0.186528625,0.1811947,0.167859104,0.173540534,0.17394342,0.170870349,0.142380883,0.140854773,0.157435469,0.171628087,0.186001476,0.18896955,0.186313529,0.187104178,0.160686017
total energy consumption from coal (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    World,92.61898154,95.64405155,98.6790131,97.63128798,101.1496542,90.98777896,88.3269182,88.50403542,89.04034491,91.73214048,93.70031706,92.26133429,92.01923976,93.16070039,98.3695689,100.0897614,102.8831441,112.019891,119.7594565,128.0817523,135.3931976,142.0802631,144.317679,144.7411719,154.1538668,163.4665458,169.5297013,172.9542668,172.2478228,168.4392041,165.8359358
        Afghanistan,0.003333443,0.003479281,0.002875095,0.00264592,0.002187572,0.001958398,0.000166672,0.000145838,0.000125004,0.00010417,6.2502E-05,4.1668E-05,4.1668E-05,2.0834E-05,2.0834E-05,0.000541685,0.000437514,0.000729191,0.000708357,0.000687523,0.000729191,0.005062667,0.007229405,0.010417009,0.015104664,0.03083431,0.025834152,0.028063389,0.031613501,0.028438401,0.03537612
        Albania,0.03566854,0.037287502,0.037487996,0.037114729,0.032372883,0.018421893,0.00523497,0.003465617,0.002812836,0.002119899,0.001664473,0.001232295,0.000753954,0.00090345,0.001097828,0.001248304,0.000948836,0.000948767,0.000902931,0.000819093,0.001621969,0.002359147,0.002858442,0.003923002,0.003524944,0.003311342,0.002968888,0.00264252,0.003339684,0.002822255,0.00219942
        Algeria,0.041970513,0.045400039,0.045428177,0.041014686,0.028252183,0.031485003,0.029095597,0.022630099,0.022967504,0.013493948,0.008939684,0.015236602,0.017654056,0.017766393,0.011300762,0.015376907,0.020605617,0.016979254,0.016795794,0.018314145,0.019474682,0.015373496,0.01567704,0.003821761,7.96356E-05,5.65193E-05,0.00033495,0.001109634,0.001079212,0.000698246,0.000697224
        American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Antarctica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Argentina,0.03831504,0.040244961,0.043656542,0.042206328,0.03682245,0.032100547,0.032470259,0.030263101,0.043442787,0.038560491,0.035591038,0.032777203,0.033283596,0.035105869,0.031537395,0.025021108,0.020899528,0.025194904,0.030903678,0.039736826,0.035643567,0.039136106,0.041233026,0.033872563,0.04172071,0.049204272,0.044682204,0.04826151,0.046411572,0.043798336,0.035245299
        Armenia,--,--,--,--,--,--,0.002847,0.001786947,0.000726894,0.000413926,0.000325556,0.000237186,0.000148817,9.90447E-05,4.92181E-05,3.79888E-05,3.63447E-05,5.51629E-05,3.20356E-05,1.40129E-05,2.25942E-05,5.51227E-05,5.06402E-05,7.22854E-06,4.6925E-05,6.08369E-05,5.35074E-05,2.55452E-05,2.35188E-05,2.61232E-05,2.7224E-05
        Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Australia,1.251652703,1.325343048,1.370460127,1.481660051,1.488398726,1.517750757,1.557565027,1.556888128,1.541265535,1.565850505,1.690992958,1.754501365,1.869771111,1.89975311,1.901012746,1.988102127,1.977470485,1.92098196,1.986100448,2.072901453,2.122395053,2.207943528,2.142733608,2.20247312,1.944554403,1.861924735,1.821669178,1.708371551,1.616574962,1.745101389,1.759090335
        Austria,0.120590262,0.126834102,0.119587484,0.121426899,0.137978066,0.148212801,0.110036732,0.095278413,0.097371731,0.115860046,0.129442301,0.128543591,0.10930284,0.118723733,0.118463983,0.131448443,0.126191806,0.143083384,0.150448897,0.14915391,0.139927645,0.122541271,0.1158986,0.093295253,0.107683712,0.110122592,0.100501265,0.099876509,0.090389049,0.104374984,0.100635036
        Azerbaijan,--,--,--,--,--,--,0.000682618,0.000101129,2.52821E-05,0.000151693,5.05644E-05,7.82799E-05,0.000105995,0.000112588,0.00011918,6.02979E-05,0.000143046,8.66671E-05,0.000113441,0.000122062,0.000416295,0.000300478,0.000283084,0.000161072,0.000188605,0.00014292,0.00014876,0.000137434,5.17182E-05,3.62771E-06,7.75791E-06
        Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bangladesh,0.003047912,0.002569338,0.002090765,0.000455127,0.001149145,0.00370692,0.003480386,0.01297422,0.01091482,0.013221348,0.007249088,0.013303724,0.003830484,0.001894648,0.013572848,0.0144158,0.014635353,0.01484183,0.015758503,0.019845829,0.01946969,0.025558216,0.026572781,0.032072546,0.033502498,0.030178137,0.037404731,0.040554767,0.037900479,0.041649255,0.047763932
        Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Belarus,--,--,--,--,--,--,0.028398394,0.030158941,0.022147175,0.020616265,0.019850809,0.005638855,0.006098128,0.00423552,0.004949945,0.003954853,0.002959761,0.002551518,0.002015699,0.001632972,0.001505396,0.001071638,0.001097153,0.001250244,0.001224729,0.001939154,0.008777222,0.01359959,0.018930712,0.017052759,0.014222245
        Belgium,0.392218217,0.402300689,0.414650618,0.435522209,0.458130414,0.436996136,0.400381966,0.3738187,0.382967754,0.365525607,0.355256374,0.328522676,0.314105151,0.274236682,0.289644281,0.273935651,0.249462875,0.231960757,0.216722966,0.205751298,0.198899824,0.181953942,0.159610729,0.124076291,0.153891888,0.144118859,0.14439404,0.140452616,0.125844238,0.115342562,0.102718184
        Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14024E-05,3.87747E-05,2.49375E-06,1.22942E-06,6.45685E-05,3.8744E-05,3.1717E-05,0.000961001,0.001144007,0.001419077
        Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bhutan,2.18409E-05,0.000318279,0.000338044,0.00030424,0.00030424,0.00030424,0.000318721,9.89696E-05,0.000272737,0.00034969,0.000499986,0.000523197,0.000374441,0.000403366,0.000444111,0.000537784,0.000700213,0.000423081,8.09608E-05,0.000856673,0.000924101,0.000337576,0.000918882,0.001105634,0.001644975,0.00135228,0.001797733,0.001217322,0.001598,0.001340569,0.001458186
        Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bosnia and Herzegovina,--,--,--,--,--,--,0.02289348,0.019841016,0.021367248,0.025030205,0.025793321,0.083225432,0.107370423,0.103356433,0.113505876,0.111827021,0.119534492,0.101749466,0.09032041,0.078179687,0.083514345,0.088675551,0.100173543,0.125976928,0.130574895,0.144656292,0.136840496,0.130475952,0.135798872,0.134451995,0.136395113
        Botswana,0.012229736,0.012506325,0.01469985,0.015820518,0.017783436,0.017159845,0.021857853,0.020838455,0.02016681,0.020525025,0.017303136,0.015894055,0.018724417,0.016015954,0.020935832,0.020404902,0.021237926,0.019116335,0.019686921,0.022007474,0.022779966,0.020607821,0.018513809,0.01739267,0.009791845,0.00841905,0.005902341,0.014389747,0.040597088,0.029557163,0.039713605
        Brazil,0.384228271,0.391345417,0.37375795,0.379914351,0.375059423,0.40589405,0.39103482,0.394643544,0.397585722,0.416790274,0.436479982,0.44006517,0.425928066,0.468387005,0.486379087,0.484923694,0.438203235,0.455275137,0.489948291,0.483575727,0.488974953,0.51400962,0.504212665,0.422604788,0.542418995,0.576812628,0.58106191,0.631514093,0.687568256,0.678221969,0.636504866
        British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bulgaria,0.431062555,0.448433884,0.409922177,0.40478219,0.377920479,0.318565747,0.305300595,0.318057258,0.29638586,0.305477343,0.309447834,0.312543748,0.298982424,0.253612873,0.268240009,0.292404946,0.270297055,0.297506073,0.301700187,0.285379316,0.286195665,0.330124165,0.333764975,0.262685476,0.278121125,0.338284447,0.286361842,0.24316443,0.265206292,0.271732718,0.235560335
        Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Burma,0.005675284,0.002327275,0.002143542,0.002123128,0.002511007,0.002102713,0.001490272,0.000670584,0.000528339,0.000955069,0.000873789,0.000894111,0.003111269,0.013636545,0.011785828,0.013046838,0.009836314,0.015383409,0.011115883,0.013393772,0.015505277,0.013616027,0.012356087,0.014350624,0.013082923,0.014626923,0.013165517,0.009274393,0.01207317,0.008417785,0.009106689
        Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73364E-06,1.35402E-06,5.64E-07,7.09E-07,1.31E-08,4.53098E-06,9.04883E-06,0.000509943,0.000295533,0.000328246,0.000348762,0.000389792,0.000430823,0.002191047,0.010159886,0.024598051,0.029438588
